Wavelength,Intensity
380,0.0
381,0.07946310780735098
382,0.04394494109241849
383,0.0
384,0.0
385,0.058809326429937483
386,0.02139867337374071
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.041319212681513895
394,0.0
395,0.05592297038593033
396,0.029438954371733536
397,0.03810005880639254
398,0.0
399,0.0
400,0.0
401,0.005385110068564584
402,0.02874290611524968
403,0.03909570903075937
404,0.0
405,0.0
406,0.0
407,0.0
408,0.026848964252807538
409,0.050809873695113014
410,0.04575896882406049
411,0.030728537801555326
412,0.015760803792386043
413,0.0
414,0.007465043358883602
415,0.008144222858683728
416,0.04928645262482033
417,0.018185814542620193
418,0.014091778599257754
419,0.0
420,0.0
421,0.0
422,0.015313187235248181
423,0.0
424,0.019523786700474107
425,0.07770000698682025
426,0.04987331971348949
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.05449125105415712
437,0.0
438,0.0696168332405746
439,0.0
440,0.012973649769841196
441,0.0
442,0.0036020084519026822
443,0.0
444,0.0630951450720169
445,0.007093198887332409
446,0.03430037758999454
447,0.029006266373046565
448,0.0
449,0.030029566007042464
450,0.0
451,0.0
452,0.026231031891903567
453,0.024582750736009195
454,0.05629554486038079
455,0.010084867508390126
456,0.0007698458834409643
457,0.03150902219381899
458,0.010665678997637469
459,0.04244075720239257
460,0.026783875769078133
461,0.0
462,0.020740868949597858
463,0.04645447167043911
464,0.007799263879458145
465,0.0
466,0.0
467,0.04948436863981421
468,0.045315343993674456
469,0.015871199278909027
470,0.06509957679604
471,0.034629852702102566
472,0.007043997661385826
473,0.0
474,0.04622886054256631
475,0.01884466728626674
476,0.034162396116147124
477,0.028975012912582143
478,0.0
479,0.0
480,0.05232683503227698
481,0.013230523640793686
482,0.0
483,0.0
484,0.0
485,0.01028315691291705
486,0.0
487,0.0
488,0.0
489,0.012625978044547815
490,0.019024432042146436
491,0.0
492,0.0023862346000642653
493,0.0
494,0.0
495,0.016223417786618347
496,0.006314539627934237
497,0.04622557014692802
498,0.0
499,0.043098359934420814
500,0.04278630521272191
501,0.020457950627244367
502,0.0037748081498570727
503,0.025582139459620665
504,0.0
505,0.0
506,0.0
507,0.05481353138052348
508,0.0
509,0.029167521847431193
510,0.0
511,0.04574715190683261
512,0.0
