Wavelength,Intensity
380,0.025493930141318132
381,0.0
382,0.0
383,0.02989094426561096
384,0.0066496729462907425
385,0.04294160380238761
386,0.056994351589786864
387,0.05522270459509359
388,0.08846788608255234
389,0.1268174959703624
390,0.1027518229397755
391,0.13147573481519187
392,0.15490488465084307
393,0.19412330451953877
394,0.24421794545946465
395,0.26447232404644416
396,0.3015304977331466
397,0.379611720431844
398,0.4175115577846925
399,0.4275720913835258
400,0.4888352267337551
401,0.5143163707327966
402,0.579608600231506
403,0.6164630914194585
404,0.6415718382829841
405,0.6965405134616687
406,0.7128150325021806
407,0.7766003072494425
408,0.8120743726546781
409,0.7920808178275749
410,0.822306806202425
411,0.7845390076199367
412,0.790106800413596
413,0.7535384818027246
414,0.7073964448011147
415,0.694194418832298
416,0.6737895701176292
417,0.5994650879934432
418,0.5853150610495943
419,0.5431224326985011
420,0.48735214731726717
421,0.44861737681321273
422,0.36002424190994703
423,0.3293159343023475
424,0.30635354651140956
425,0.24524172606121797
426,0.22580392703591076
427,0.19694420755566544
428,0.17107131298546874
429,0.11517063989596951
430,0.13435662993060105
431,0.08065057915891186
432,0.07378821636404115
433,0.054578292290250054
434,0.03492870174053551
435,0.07085497886603614
436,0.051793679746811684
437,0.0
438,0.012184311918731924
439,0.044930759904437546
440,0.045857100366699946
441,0.01727362327039754
442,0.0005309866340161562
443,0.0
444,0.0
445,0.0026898349582713185
446,0.0
447,0.014439191028958864
448,0.0
449,0.002879257967913027
450,0.014078017921678652
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.006091052032816627
457,0.002057766619430913
458,0.0
459,0.026101947560171368
460,0.019695120100087813
461,0.006244580218478336
462,0.014227229719218994
463,0.0
464,0.023706516952729965
465,0.0
466,0.0
467,0.005674969674589279
468,0.0
469,0.016489322211263854
470,0.02851940460456316
471,0.0011079497922330955
472,0.0
473,0.0
474,0.0
475,0.018177486408734844
476,0.0
477,0.008028230466538534
478,0.021443850921653997
479,0.0
480,0.0002832078443778248
481,0.0043634568229874585
482,0.0019648495273994196
483,0.023171690115578323
484,0.010020386084823345
485,0.00801460117918493
486,0.009934830048265097
487,0.001512836680160132
488,0.009464518514199565
489,0.0
490,0.0
491,0.04305031028743323
492,0.0
493,0.027874775247614485
494,0.0
495,0.0002906275920109841
496,0.0
497,0.03221298684746521
498,0.0
499,0.0
500,0.005727545768692916
501,0.0
502,0.014049665859519245
503,0.006310322059427047
504,0.006697479712988009
505,0.0
506,0.009702131519272348
507,0.0
508,0.006473221819662315
509,0.0
510,0.011872918731927678
511,0.0005253753052066475
512,0.014234315861074898
513,0.012796475851506789
514,0.00956957257195391
515,0.0
516,0.01905505766731331
517,0.007489203741111197
518,0.0
519,0.014092620269951634
520,0.015219455501649543
521,0.0
522,0.005546712771517837
523,0.0
524,0.0
525,0.008626265543245346
526,0.0
527,0.0
528,0.007641022723857267
529,0.0
530,0.008622500553151042
531,0.0013902172789891126
532,0.0156511858278541
533,0.0017339644285223775
534,0.0
535,0.0035610678363388313
536,0.0
537,0.007606338319160114
538,0.0
539,0.009352461058479207
540,0.0
541,0.02367884391125953
542,0.007582596490802903
543,0.001940031929534358
544,0.0
545,0.0
546,0.015014813903613538
547,0.0
548,0.013648913452673606
549,0.00994683838603352
550,0.01966253944597878
551,0.007688040173439118
552,0.0
553,0.025030599262132414
554,0.0
555,0.0
556,0.0
557,0.0
558,0.00777924342095871
559,0.005351253787433026
560,0.00851526579346065
561,0.026328195344290654
562,0.016968450183292
563,0.009040066918491777
564,0.0008614261767001583
565,0.0
566,0.0
567,0.0
568,0.01085751664316734
569,0.0
570,0.019526020864610086
571,0.0
572,0.019405287579913447
573,0.03459886576016884
574,0.012078029014906042
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.01023489083922287
583,0.005891048086276813
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0032484000072117727
589,0.0
590,0.0
591,0.0
592,0.028284219702962164
593,0.0
594,0.0
595,0.0014891687581938342
596,0.034350144647068384
597,0.0
598,0.009721343533929106
599,0.0063046483299493555
600,0.0
601,0.010159824707670078
602,0.0
603,0.0015404650922554747
604,0.003972096360974294
