Wavelength,Intensity
380,0.0
381,0.004360986442486832
382,0.021229735855146627
383,0.0
384,0.0
385,0.0
386,0.022544078340177468
387,0.022081102317113546
388,0.006493454878319109
389,0.0
390,0.012489341996232061
391,0.0
392,0.00408326226907141
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0028907919596144506
399,0.0
400,0.011631618534605254
401,0.0031832672910077375
402,0.01756049244236501
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.011725288138313538
411,0.0
412,0.0
413,0.0
414,0.01712611070160703
415,0.03654463718047018
416,0.01450916821007445
417,0.0
418,0.01450097251326193
419,0.01275288321179626
420,0.035938755317924106
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.008438813414064408
427,0.0
428,0.0
429,0.005315600906297342
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.00366985695105353
436,0.0
437,0.00781633961467763
438,0.013081775567708278
439,0.0075283469100408465
440,0.0
441,0.004891570077653682
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0010767018407034758
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.021528125574745455
454,0.003725070926286778
455,0.027212443705191786
456,0.0
457,0.0
458,0.0
459,0.00913800481481786
460,0.0259825095280155
461,0.04308913356248176
462,0.018282076194592437
463,0.02666755756126088
464,0.051857267075451005
465,0.0473120433992417
466,0.034562639057894626
467,0.05479067454453167
468,0.0614977786347455
469,0.09695700253619174
470,0.13720829391041198
471,0.1315024160933948
472,0.16609328054531614
473,0.1874764435413596
474,0.23550483837565778
475,0.29025723118277497
476,0.3528215793229529
477,0.40141578734703487
478,0.4244373256647846
479,0.4951891382363839
480,0.5490633725718737
481,0.6138618294611689
482,0.6673758947577919
483,0.7034583277104485
484,0.7330933785676135
485,0.8171442796608152
486,0.8291938043269633
487,0.8659310587156381
488,0.9230162115972038
489,0.895004238439812
490,0.9194116296643161
491,0.9403062933021116
492,0.8923734774671617
493,0.8758571022260968
494,0.7937020166071801
495,0.7804634640591996
496,0.7650531743460084
497,0.7139042891327093
498,0.669839810000316
499,0.5691686555078488
500,0.5564490610245528
501,0.5071960578971418
502,0.4480894916573565
503,0.3857425263668968
504,0.33645617051089877
505,0.297681573054984
506,0.2544471399883584
507,0.20790826236174692
508,0.1773404510376298
509,0.1797994340615877
510,0.1008804696600222
511,0.10371973558318
512,0.05814765104724501
513,0.04059847046930526
514,0.06207033544338604
515,0.06813063471072592
516,0.0637610098228715
517,0.008180651645708166
518,0.0
519,0.012487442008016799
520,0.00962859863041255
521,0.0319079694300909
522,0.05863379171255444
523,0.00102276256847662
524,0.0013543326106480122
525,0.009105027486784505
526,0.0
527,0.0
528,8.013508547737524e-05
529,0.0
530,0.03438856855177286
